,example_input,example_output,all-generated-output
15,"#input
aqsbvkpaou
ndsee
fggyz
yop
icsfp
#output
",a q s b v k p a o u n d s e e f g g y z y o p i c s f p,a q s b v k p a o u n d s e e f g g y z y o p i c f@
16,"#input
euyop
txfbe
abuzajo
fovpf
iqtuy
#output
",e u y o p t x f b e a b u z a j o f o v p f i q t u y,e u y o p t x f b e a b u z a j o f o v p f n u y@
17,"#input
fzd
pqfdw
oaoaykidxs
ecjpv
dodz
#output
",f z d p q f d w o a o a y k i d x s e c j p v d o d z,f z d p q f d w o a o a y k i d x s e c j p v d z o@
18,"#input
xt
hbubm
uxvsl
bhycp
rfvfghgdfg
#output
",x t h b u b m u x v s l b h y c p r f v f g h g d f g,x t h b u b m u x v s l b h y c p r f v f g h g g d g g@
19,"#input
wtqn
yytpgclmwg
hjniu
pzwe
bzqq
#output
",w t q n y y t p g c l m w g h j n i u p z w e b z q q,w t q n y y t p g c l m w g h j n i u p z w e b q@
20,"#input
igwrz
ulx
pdmbrjasj
woxkc
ctyuw
#output
",i g w r z u l x p d m b r j a s j w o x k c c t y u w,i g w r z u l x p d m b r j a s j w o x k c c y u w@
21,"#input
fhauzvgero
tpwgq
ibmo
rbgbf
jct
#output
",f h a u z v g e r o t p w g q i b m o r b g b f j c t,f h a u z v g e r o t p w g q i b m o r b g b f c t@
22,"#input
ofkzj
aotge
nkucz
gykymey
gxxsa
#output
",o f k z j a o t g e n k u c z g y k y m e y g x x s a,o f k z j a o t g e n k u c z g y k y m e y g x s a@
23,"#input
rid
btgnx
kaakq
anmwf
rebpvlczr
#output
",r i d b t g n x k a a k q a n m w f r e b p v l c z r,r i d b t g n x k a a k q a n m w f r e b p v l c z c z@
24,"#input
gzvda
ilhi
xzxu
alltdfwwn
gyatj
#output
",g z v d a i l h i x z x u a l l t d f w w n g y a t j,g z v d a i l h i x z x u a l l t d f w n g y a t j@
25,"#input
pruul
tzr
rtot
rhmdjsacbe
vkebs
#output
",p r u u l t z r r t o t r h m d j s a c b e v k e b s,p r u u l t z r r t o t r h m d j s a c b e v k e s@
26,"#input
cild
uzhcz
alq
rwpwujrafv
pgvba
#output
",c i l d u z h c z a l q r w p w u j r a f v p g v b a,c i l d u z h c z a l q r w p w u j r a f v p g v g v a@
27,"#input
lbjsaqavk
sscn
cszh
idtzc
jmoiq
#output
",l b j s a q a v k s s c n c s z h i d t z c j m o i q,l b j s a q a v k s s c n c s z h i d t z c j i q@
28,"#input
eeyyy
noyyw
wqepo
nqjf
jqkaemyk
#output
",e e y y y n o y y w w q e p o n q j f j q k a e m y k,e e y y y n o y y w w q e p o n q j f j q k a y k a y k@
29,"#input
ycpqs
bexh
cbfquniqy
hfjj
hllfi
#output
",y c p q s b e x h c b f q u n i q y h f j j h l l f i,y c p q s b e x h c b f q u n i q y h f j j h l i l f@
30,"#input
mycse
gcnp
jtwzrlvgb
fmzm
pbtgo
#output
",m y c s e g c n p j t w z r l v g b f m z m p b t g o,m y c s e g c n p j t w z r l v g b f m z m p b g o@
31,"#input
tovj
nipz
xyfy
agfhp
mxqppmqfjk
#output
",t o v j n i p z x y f y a g f h p m x q p p m q f j k,t o v j n i p z x y f y a g f h p m x q p p m f k@
32,"#input
gjqum
crzi
vsi
oqemf
sonmmldnou
#output
",g j q u m c r z i v s i o q e m f s o n m m l d n o u,g j q u m c r z i v s i o q e m f s o n m m l o u@
33,"#input
rmkd
fidw
bgmdt
nafobyibfe
ifcv
#output
",r m k d f i d w b g m d t n a f o b y i b f e i f c v,r m k d f i d w b g m d t n a f o b y i i f c v@
34,"#input
yghiz
dwfcblqb
jkbkn
jhgq
dywwr
#output
",y g h i z d w f c b l q b j k b k n j h g q d y w w r,y g h i z d w f c b l q b j k b k n j h g q d y w r@
35,"#input
afrx
wgluy
ehipdetypv
tusun
qrm
#output
",a f r x w g l u y e h i p d e t y p v t u s u n q r m,a f r x w g l u y e h i p d e t y p v t u s n i m@
36,"#input
ynkrz
zytchiphw
apzpw
arg
awotm
#output
",y n k r z z y t c h i p h w a p z p w a r g a w o t m,y n k r z z y t c h i p h w a p z p w a r g a w g a w@
37,"#input
htiwtjmrts
txobv
uuwup
gz
ewhkc
#output
",h t i w t j m r t s t x o b v u u w u p g z e w h k c,h t i w t j m r t s t x o b v u u w u p g z e w k c h k@
38,"#input
nxxfyxsbzd
pytql
kxtgq
bec
bcsm
#output
",n x x f y x s b z d p y t q l k x t g q b e c b c s m,n x x f y x s b z d p y t q l k x t g q b c s m@
39,"#input
wtlpe
geogp
vcs
tyup
lasagezmra
#output
",w t l p e g e o g p v c s t y u p l a s a g e z m r a,w t l p e g e o g p v c s t y u p l a s a g e m r a g e m@
40,"#input
ywsvq
odr
bvwg
mdisfssbod
zctof
#output
",y w s v q o d r b v w g m d i s f s s b o d z c t o f,y w s v q o d r b v w g m d i s f s s b o d z c o m o@
41,"#input
dujyd
ceqay
gpcrn
bk
tgsvuvnqug
#output
",d u j y d c e q a y g p c r n b k t g s v u v n q u g,d u j y d c e q a y g p c r n b k t g s v n g s v n g@
42,"#input
siyhf
xiy
nvakdmyxtv
vhya
cjhdz
#output
",s i y h f x i y n v a k d m y x t v v h y a c j h d z,s i y h f x i y n v a k d m y x t v v h y a c j h z@
43,"#input
cbiqn
wfzgowcqjb
rjp
lzxte
vign
#output
",c b i q n w f z g o w c q j b r j p l z x t e v i g n,c b i q n w f z g o w c q j b r j p l z x t e v i g@
44,"#input
ndg
trnh
zygpmnlgie
qjmnm
mkxup
#output
",n d g t r n h z y g p m n l g i e q j m n m m k x u p,n d g t r n h z y g p m n l g i e q j m n m k x u p@
45,"#input
egpbpoqxc
zvxzz
rqwp
lzwjc
zcrd
#output
",e g p b p o q x c z v x z z r q w p l z w j c z c r d,e g p b p o q x c z v x z z r q w p l z w j c r d@
46,"#input
pfcjxflung
zikqb
sov
sgzzx
cns
#output
",p f c j x f l u n g z i k q b s o v s g z z x c n s,p f c j x f l u n g z i k q b s o v s g z x c n s@
47,"#input
ssjyy
rhbm
uulfd
fexc
oxqsbbrr
#output
",s s j y y r h b m u u l f d f e x c o x q s b b r r,s s j y y r h b m u u l f d f e x c o x q s b r@
48,"#input
nxznc
xxxkh
att
qvx
eznfnbzhjm
#output
",n x z n c x x x k h a t t q v x e z n f n b z h j m,n x z n c x x x k h a t t q v x e z n f n b z h m@
49,"#input
gqjeb
yxybw
vg
mhqoy
ensfttvyb
#output
",g q j e b y x y b w v g m h q o y e n s f t t v y b,g q j e b y x y b w v g m h q o y e n s f t v y b y@
50,"#input
doh
dvtqv
ovx
gbfuufpljf
djuhw
#output
",d o h d v t q v o v x g b f u u f p l j f d j u h w,d o h d v t q v o v x g b f u u f p l j f d j k w@
51,"#input
tujr
jtwhf
hkifmaqdkf
tfm
rdqv
#output
",t u j r j t w h f h k i f m a q d k f t f m r d q v,t u j r j t w h f h k i f m a q d k f m r d q v@
52,"#input
clceekq
hblci
jqpg
kqnbe
kvbzt
#output
",c l c e e k q h b l c i j q p g k q n b e k v b z t,c l c e e k q h b l c i j q p g k q n b e k v z t@
53,"#input
uqxgv
qeisdpknik
nslh
zz
cqbgy
#output
",u q x g v q e i s d p k n i k n s l h z z c q b g y,u q x g v q e i s d p k n i k n s l h z z c q g y@
54,"#input
dmme
fob
fdzxi
aoxtmvzxnv
xjcy
#output
",d m m e f o b f d z x i a o x t m v z x n v x j c y,d m m e f o b f d z x i a o x t m v z x n v x n y@
55,"#input
nnjj
aml
njkydztpmg
xtzfk
gpwc
#output
",n n j j a m l n j k y d z t p m g x t z f k g p w c,n n j j a m l n j k y d z t p m g x t z f k g w c@
56,"#input
xuekhvrjzc
bulwp
arwe
zela
cyt
#output
",x u e k h v r j z c b u l w p a r w e z e l a c y t,x u e k h v r j z c b u l w p a r w e z e l c y t@
57,"#input
uuny
jldfotidmw
tfn
qdhho
sdqc
#output
",u u n y j l d f o t i d m w t f n q d h h o s d q c,u u n y j l d f o t i d m w t f n q d h h o s c@
58,"#input
miphi
fsoxg
obciu
iw
xwaablauc
#output
",m i p h i f s o x g o b c i u i w x w a a b l a u c,m i p h i f s o x g o b c i u i w x w a a u c@
59,"#input
sqh
cgw
juunl
gzzya
sfqxbmbgkj
#output
",s q h c g w j u u n l g z z y a s f q x b m b g k j,s q h c g w j u u n l g z z y a s f q x b m g k j@
60,"#input
dubje
hotns
ejuuk
ucoolxwso
fa
#output
",d u b j e h o t n s e j u u k u c o o l x w s o f a,d u b j e h o t n s e j u u k u c o o l x w s f a@
61,"#input
oiqea
mymfd
pidzx
znynci
pvzag
#output
",o i q e a m y m f d p i d z x z n y n c i p v z a g,o i q e a m y m f d p i d z x z n y n c i p v z g a g@
62,"#input
acoxxxkl
sjdrs
bbam
quko
ruzgj
#output
",a c o x x x k l s j d r s b b a m q u k o r u z g j,a c o x x x k l s j d r s b a m q u k o r u z g j@
63,"#input
hpnua
hrl
pfxab
iona
esyaqvbuu
#output
",h p n u a h r l p f x a b i o n a e s y a q v b u u,h p n u a h r l p f x a b i o n a e s y a q v u@
64,"#input
jtkms
tsvz
txsow
nhrofmjx
gpks
#output
",j t k m s t s v z t x s o w n h r o f m j x g p k s,j t k m s t s v z t x s o w n h r o f m j x g k s@
65,"#input
eelkr
vfbpddjk
ipo
jawqo
tnftq
#output
",e e l k r v f b p d d j k i p o j a w q o t n f t q,e e l k r v f b p d d j k i p o j a w q g t n f t q@
66,"#input
hsx
sjtbezana
ezfx
ahgnd
tpbog
#output
",h s x s j t b e z a n a e z f x a h g n d t p b o g,h s x s j t b e z a n a e z f x a h g n d t p b g@
67,"#input
ai
sigce
vadjq
ssrvrbjix
gygbz
#output
",a i s i g c e v a d j q s s r v r b j i x g y g b z,a i s i g c e v a d j q s s r v r b j i x g y g b@
68,"#input
iaxnhyhdvj
g
plwqd
cuzrb
ddzlu
#output
",i a x n h y h d v j g p l w q d c u z r b d d z l u,i a x n h y h d v j g p l w q d c u z r b d z l u@
69,"#input
ryaa
xnngd
tfbj
vbgxkewaa
mcia
#output
",r y a a x n n g d t f b j v b g x k e w a a m c i a,r y a a x n n g d t f b j v b g x k e w a m c i a@
70,"#input
gogab
uy
doxmwhzzqy
dhox
okunt
#output
",g o g a b u y d o x m w h z z q y d h o x o k u n t,g o g a b u y d o x m w h z z q y d h o x o k n u n t@
71,"#input
ayfj
tkc
ojcl
npmlcvvekz
vbzvy
#output
",a y f j t k c o j c l n p m l c v v e k z v b z v y,a y f j t k c o j c l n p m l c v v e k z v b v y@
72,"#input
ejnxb
g
zkifp
pajxs
poopyskxga
#output
",e j n x b g z k i f p p a j x s p o o p y s k x g a,e j n x b g z k i f p p a j x s p o o p y s k x g a g@
73,"#input
ydasrprlfg
iq
htmqy
wvq
pddxo
#output
",y d a s r p r l f g i q h t m q y w v q p d d x o,y d a s r p r l f g i q h t m q y w v q p d x o@
74,"#input
iwpq
ropj
oglj
mpk
bdeadntodu
#output
",i w p q r o p j o g l j m p k b d e a d n t o d u,i w p q r o p j o g l j m p k b d e a d n t o u d n@
75,"#input
uay
ydowfkoex
oeix
njjz
oxeeh
#output
",u a y y d o w f k o e x o e i x n j j z o x e e h,u a y y d o w f k o e x o e i x n j j z o x e h@
76,"#input
lldsokjms
xdal
wwfvd
blqdn
fg
#output
",l l d s o k j m s x d a l w w f v d b l q d n f g,l l d s o k j m s x d a l w w f v d b l q g g@
77,"#input
wmulk
tkfaukwt
bdcvc
qovj
oee
#output
",w m u l k t k f a u k w t b d c v c q o v j o e e,w m u l k t k f a u k w t b d c v c q o v j o e@
78,"#input
bfbgs
rq
odjhawmwmj
yqvs
cvsy
#output
",b f b g s r q o d j h a w m w m j y q v s c v s y,b f b g s r q o d j h a w m w m j y y q v s c v s y@
79,"#input
hqa
ja
tkiob
apvtksyrpv
yjfni
#output
",h q a j a t k i o b a p v t k s y r p v y j f n i,h q a j a t k i o b a p v t k s y r p v y j i@
80,"#input
ryzuwjij
wuxqn
xzfgg
khfh
xmy
#output
",r y z u w j i j w u x q n x z f g g k h f h x m y,r y z u w j i j w u x q n x z f g g k h f x m y@
81,"#input
aqui
curbg
pqqs
lixbi
dpebgkl
#output
",a q u i c u r b g p q q s l i x b i d p e b g k l,a q u i c u r b g p q q s l i x b i d p e b g k@
82,"#input
eypbc
mmincztggg
kneqv
ygjek
#output
",e y p b c m m i n c z t g g g k n e q v y g j e k,e y p b c m m i n c z t g g k n e q v y g j e k@
83,"#input
thtgj
xj
wyv
wqujp
wpezqpgslf
#output
",t h t g j x j w y v w q u j p w p e z q p g s l f,t h t g j x j w y v w q u j p w p e z q p g s f g s f@
84,"#input
lfcdollxaw
jatpv
grdp
q
vshrm
#output
",l f c d o l l x a w j a t p v g r d p q v s h r m,l f c d o l l x a w j a t p v g r d p q v s h m@
85,"#input
mvynf
otcms
bapdyvlqbs
l
qqge
#output
",m v y n f o t c m s b a p d y v l q b s l q q g e,m v y n f o t c m s b a p d y v l q b s l q g e@
86,"#input
apfkemce
dwszq
fpbd
gdlk
jlaz
#output
",a p f k e m c e d w s z q f p b d g d l k j l a z,a p f k e m c e d w s z q f p b d g d l k j l z@
87,"#input
isah
ogbqk
jkta
yshhfofzzq
vt
#output
",i s a h o g b q k j k t a y s h h f o f z z q v t,i s a h o g b q k j k t a y s h h f o f z t v t@
88,"#input
lfbgt
zvmhs
gmaeojnf
fxc
pjuy
#output
",l f b g t z v m h s g m a e o j n f f x c p j u y,l f b g t z v m h s g m a e o j n f f c p j u y@
89,"#input
abzvh
yxiyf
xv
auz
azmzfjnthd
#output
",a b z v h y x i y f x v a u z a z m z f j n t h d,a b z v h y x i y f x v a u z a z m z f j n t h@
90,"#input
niihr
vibmh
nzn
bvnibxdhzt
yx
#output
",n i i h r v i b m h n z n b v n i b x d h z t y x,n i i h r v i b m h n z n b v n i b x d h t y x@
91,"#input
eogajlykpk
eqvxj
rw
jhoa
dakp
#output
",e o g a j l y k p k e q v x j r w j h o a d a k p,e o g a j l y k p k e q v x j r w j h o a k p@
92,"#input
icwm
nog
mslht
gta
oheddxwgkp
#output
",i c w m n o g m s l h t g t a o h e d d x w g k p,i c w m n o g m s l h t g t a o h e d x w g k p g k p@
93,"#input
xkm
ttfvafuvxc
igwjj
jw
atikk
#output
",x k m t t f v a f u v x c i g w j j j w a t i k k,x k m t t f v a f u v x c i g w j j w a t i k@
94,"#input
sdntd
nitkweeb
ma
zmpgh
usyfs
#output
",s d n t d n i t k w e e b m a z m p g h u s y f s,s d n t d n i t k w e e b m a z m p g h u s y f s y@
95,"#input
ztseo
yqcyuskb
qjlyr
mr
svodv
#output
",z t s e o y q c y u s k b q j l y r m r s v o d v,z t s e o y q c y u s k b q j l y r m r s v o v o v@
96,"#input
pqsv
oilqn
bnvv
yzadtdbq
sosi
#output
",p q s v o i l q n b n v v y z a d t d b q s o s i,p q s v o i l q n b n v v y z a d t d b q s i s o s i@
97,"#input
qnbgxwfp
btow
hzuv
dgoae
akiy
#output
",q n b g x w f p b t o w h z u v d g o a e a k i y,q n b g x w f p b t o w h z u v d g o a e a k y i y@
98,"#input
mxxdlwysn
gsixd
pa
kszaa
ygnf
#output
",m x x d l w y s n g s i x d p a k s z a a y g n f,m x x d l w y s n g s i x d p a k s z a y g n f@
99,"#input
jqz
by
ivshampgte
nqyjf
yocpt
#output
",j q z b y i v s h a m p g t e n q y j f y o c p t,j q z b y i v s h a m p g t e n q y j f y c p t@
100,"#input
ujdjybbdz
okzev
rbpar
rluk
md
#output
",u j d j y b b d z o k z e v r b p a r r l u k m d,u j d j y b b d z o k z e v r b p a r l u k m d@
101,"#input
pebu
zmsim
qgxwbtfdi
dd
gychp
#output
",p e b u z m s i m q g x w b t f d i d d g y c h p,p e b u z m s i m q g x w b t f d i d g y c h p y c h@
102,"#input
snpjbzo
vgrj
qrxj
cykuo
fiycr
#output
",s n p j b z o v g r j q r x j c y k u o f i y c r,s n p j b z o v g r j q r x j c y k u o f i y r@
103,"#input
jsom
grj
iext
dsif
iazgnpltjs
#output
",j s o m g r j i e x t d s i f i a z g n p l t j s,j s o m g r j i e x t d s i f i a z g n p l t s j@
104,"#input
amrap
yyeet
gd
lrgiwcfgro
owp
#output
",a m r a p y y e e t g d l r g i w c f g r o o w p,a m r a p y y e e t g d l r g i w c f g r o w p o w@
105,"#input
plsym
cifbz
gzufjn
ppudn
gtjx
#output
",p l s y m c i f b z g z u f j n p p u d n g t j x,p l s y m c i f b z g z u f j n p p u d n g t x@
106,"#input
vcd
hfgs
dliqe
qib
xbofhbfqwy
#output
",v c d h f g s d l i q e q i b x b o f h b f q w y,v c d h f g s d l i q e q i b x b o f h b f q y@
107,"#input
red
wkz
drujw
gmyl
ymgwyuhkhd
#output
",r e d w k z d r u j w g m y l y m g w y u h k h d,r e d w k z d r u j w g m y l y m g w y u h k h k h@
108,"#input
xgug
ayrdlczqb
nesq
gqhss
qbn
#output
",x g u g a y r d l c z q b n e s q g q h s s q b n,x g u g a y r d l c z q b n e s q g q h s s n@
109,"#input
vlzla
uufu
kjhfw
agvax
rnngdd
#output
",v l z l a u u f u k j h f w a g v a x r n n g d d,v l z l a u u f u k j h f w a g v a x r n n g d@
110,"#input
qq
ac
vhvnwarpdm
pmufc
hfqqy
#output
",q q a c v h v n w a r p d m p m u f c h f q q y,q q a c v h v n w a r p d m p m u f c h f q y@
111,"#input
xqhn
ft
xusel
tgzrokeipf
fmr
#output
",x q h n f t x u s e l t g z r o k e i p f f m r,x q h n f t x u s e l t g z r o k e i p f m r@
112,"#input
zfeaz
ujmw
lxzv
o
jukbprkirr
#output
",z f e a z u j m w l x z v o j u k b p r k i r r,z f e a z u j m w l x z v o j u k b p r k i r@
113,"#input
cehf
mppnhec
fpkok
rxwj
xzhb
#output
",c e h f m p p n h e c f p k o k r x w j x z h b,c e h f m p p n h e c f p k o k r x w j x z h b h@
114,"#input
lxcrvrmo
d
baybw
oqiuu
ceslp
#output
",l x c r v r m o d b a y b w o q i u u c e s l p,l x c r v r m o d b a y b w o q i u u c e s p l p@
115,"#input
fezfj
pfgz
pafm
wbtvr
twkgww
#output
",f e z f j p f g z p a f m w b t v r t w k g w w,f e z f j p f g z p a f m w b t v r t w k g w@
116,"#input
ffu
wtdhhdonf
iukj
zef
ofojr
#output
",f f u w t d h h d o n f i u k j z e f o f o j r,f f u w t d h h d o n f i u k j z e f o f o r@
117,"#input
rj
rrvto
flknz
yl
mktxswzphz
#output
",r j r r v t o f l k n z y l m k t x s w z p h z,r j r r v t o f l k n z y l m k t x s w z p h p h@
118,"#input
sh
vsbrmgm
vglls
hsfdd
ddzgp
#output
",s h v s b r m g m v g l l s h s f d d d d z g p,s h v s b r m g m v g l l s h s f d d d z g p@
119,"#input
ol
pun
olbkndmopv
ueck
lzaaw
#output
",o l p u n o l b k n d m o p v u e c k l z a a w,o l p u n o l b k n d m o p v u e c k l z a w a w@
120,"#input
wvsnk
lrvfklerrd
jjy
gll
mvg
#output
",w v s n k l r v f k l e r r d j j y g l l m v g,w v s n k l r v f k l e r r d j j y g l m v g@
121,"#input
jm
ciw
zrop
dxjrt
gbaznmasli
#output
",j m c i w z r o p d x j r t g b a z n m a s l i,j m c i w z r o p d x j r t g b a z n m a s i s l i@
122,"#input
pjjq
xjezw
wwmypolebx
jywwr
#output
",p j j q x j e z w w w m y p o l e b x j y w w r,p j j q x j e z w w w m y p o l e b x j y w r@
123,"#input
wuznr
knez
tqkdpiiefq
erels
#output
",w u z n r k n e z t q k d p i i e f q e r e l s,w u z n r k n e z t q k d p i i e f q e l s s@
124,"#input
iqdqx
wnyq
tkzc
hieu
vpwtgjk
#output
",i q d q x w n y q t k z c h i e u v p w t g j k,i q d q x w n y q t k z c h i e u v p w t g k j@
125,"#input
njgec
trpzkwgeyf
uue
u
ektt
#output
",n j g e c t r p z k w g e y f u u e u e k t t,n j g e c t r p z k w g e y f u u e k t t@
126,"#input
vdk
jkibcvc
rlo
aaazr
upsnr
#output
",v d k j k i b c v c r l o a a a z r u p s n r,v d k j k i b c v c r l o a a z r u p s n r@
127,"#input
g
sshbp
nlrt
smaat
iloapiai
#output
",g s s h b p n l r t s m a a t i l o a p i a i,g s s h b p n l r t s m a a t i l o a p i i a@
128,"#input
msyun
ctyd
nihgfmuqgw
jhjk
#output
",m s y u n c t y d n i h g f m u q g w j h j k,m s y u n c t y d n i h g f m u q g w j h k@
129,"#input
dpsbc
dtvv
jp
vbmzwfthgh
id
#output
",d p s b c d t v v j p v b m z w f t h g h i d,d p s b c d t v v j p v b m z w f t h g h g h i d@
130,"#input
xxvppsix
sjuzh
pppx
xyj
mzd
#output
",x x v p p s i x s j u z h p p p x x y j m z d,x x v p p s i x s j u z h p p x x y j m z d@
131,"#input
zvsqoavcu
rksei
rny
duh
rrb
#output
",z v s q o a v c u r k s e i r n y d u h r r b,z v s q o a v c u r k s e i r n y d u h r b@
132,"#input
uznr
xbges
nfzya
eheakkz
kp
#output
",u z n r x b g e s n f z y a e h e a k k z k p,u z n r x b g e s n f z y a e h e a k k p k p@
133,"#input
kjgix
tllivnojp
wlhfz
hh
gg
#output
",k j g i x t l l i v n o j p w l h f z h h g g,k j g i x t l l i v n o j p w l h f z h g g g@
134,"#input
hx
vrupn
gqfjy
rqeleecsn
kp
#output
",h x v r u p n g q f j y r q e l e e c s n k p,h x v r u p n g q f j y r q e l e c s n k p@
135,"#input
izlq
gd
itk
mnpeqqgfu
xyfxl
#output
",i z l q g d i t k m n p e q q g f u x y f x l,i z l q g d i t k m n p e q q g f u x y f l@
136,"#input
fhxzmv
xon
ndhr
xfjff
mfog
#output
",f h x z m v x o n n d h r x f j f f m f o g,f h x z m v x o n n d h r x f j f f c f o g@
137,"#input
unotb
vk
rlf
noucprncra
aw
#output
",u n o t b v k r l f n o u c p r n c r a a w,u n o t b v k r l f n o u c p r n c r a w@
138,"#input
njgq
hsmgs
dzx
ux
noyikiat
#output
",n j g q h s m g s d z x u x n o y i k i a t,n j g q h s m g s d z x u x n o y i i a t@
139,"#input
vkqflqwe
fpu
hx
zpzuz
ceeb
#output
",v k q f l q w e f p u h x z p z u z c e e b,v k q f l q w e f p u h x z p z u z c e b@
140,"#input
auqstjrvx
udxdx
tytku
kkt
#output
",a u q s t j r v x u d x d x t y t k u k k t,a u q s t j r v x u d x d x t y t k u k t@
141,"#input
jxpsl
nixsf
kvdikkk
jxnvm
#output
",j x p s l n i x s f k v d i k k k j x n v m,j x p s l n i x s f k v d i k k j x n v m@
142,"#input
ytsuf
zsgw
kxucl
mncyiooh
#output
",y t s u f z s g w k x u c l m n c y i o o h,y t s u f z s g w k x u c l m n c y i o h@
143,"#input
xsqt
drzmf
b
uvjjwjwoo
mnl
#output
",x s q t d r z m f b u v j j w j w o o m n l,x s q t d r z m f b u v j j w j w o n l@
144,"#input
iajjpmg
zc
gmhsj
llyl
lvvq
#output
",i a j j p m g z c g m h s j l l y l l v v q,i a j j p m g z c g m h s j l l y l v v q@
145,"#input
yt
iej
iyifqueb
mimi
gmgkn
#output
",y t i e j i y i f q u e b m i m i g m g k n,y t i e j i y i f q u e b m i m i g k n@
146,"#input
wegm
tmcs
jktrnqxqq
l
dvx
#output
",w e g m t m c s j k t r n q x q q l d v x,w e g m t m c s j k t r n q x q l d v x@
147,"#input
eag
swz
jckgo
afmlnwrrru
#output
",e a g s w z j c k g o a f m l n w r r r u,e a g s w z j c k g o a f m l n w r r u@
148,"#input
t
oyp
lsest
bmc
ymylqssao
#output
",t o y p l s e s t b m c y m y l q s s a o,t o y p l s e s t b m c y m y l q s a o@
149,"#input
rstz
uweohavaao
zwzz
evn
#output
",r s t z u w e o h a v a a o z w z z e v n,r s t z u w e o h a v a a o z w z z e v n v n@
150,"#input
hn
pflsxxrc
an
sgmhk
kkxo
#output
",h n p f l s x x r c a n s g m h k k k x o,h n p f l s x x r c a n s g m h k k x o@
151,"#input
bq
kdtpwrnm
fpk
zre
jqqqz
#output
",b q k d t p w r n m f p k z r e j q q q z,b q k d t p w r n m f p k z r e j q q z@
152,"#input
mxtsoadx
jny
rnop
oo
svbl
#output
",m x t s o a d x j n y r n o p o o s v b l,m x t s o a d x j n y r n o p o s v b l@
153,"#input
sn
am
krtywjecuu
z
qxqqi
#output
",s n a m k r t y w j e c u u z q x q q i,s n a m k r t y w j e c u u z q x q i@
154,"#input
u
bnoi
opw
orr
rgjznaakh
#output
",u b n o i o p w o r r r g j z n a a k h,u b n o i o p w o r r g j z n a a k h@
155,"#input
obvxs
djs
wa
vnvvvongdu
#output
",o b v x s d j s w a v n v v v o n g d u,o b v x s d j s w a v n v v o n g d u@
156,"#input
q
g
ajztw
pcadpsnd
oqqqx
#output
",q g a j z t w p c a d p s n d o q q q x,q g a j z t w p c a d p s n d o q q x@
157,"#input
wjvye
ye
pvexwa
bpmm
msz
#output
",w j v y e y e p v e x w a b p m m m s z,w j v y e y e p v e x w a b p m m s z@
